Token,Tag
wordenn,O
zeigenn,O
weß,O
sich,O
misshanndlett,O
unnd,O
was,O
er,O
biderbenn,O
lüthen,O
frömbdet,O
Der,O
hat,O
daruf,O
das,O
er,O
vor,O
12,O
jaren,O
uß,O
sinem,O
heimet,O
im,O
unnd,O
zu,O
Burgdorff,B-LOC
by,O
Brundicht,B-PER
Euurath,I-PER
ein,O
unnd,O
sunst,O
ouch,O
anderschwo,O
gedienet,O
unnd,O
das,O
so,O
er,O
mit,O
werch,O
verzert,O
unnd,O
ouch,O
zum,O
theill,O
andern,O
unnd,O
sye,O
vor,O
zweyen,O
jaren,O
ouch,O
alhie,O
inn,O
gfanngenschaftt,O
warumb,O
man,O
inn,O
aber,O
drymaln,O
gfengreich,O
angnommen,O
möge,O
er,O
nit,O
dann,O
er,O
hab,O
sich,O
wäder,O
mit,O
diebstal,O
noch,O
anderen,O
handlungen,O
.,O
Ist,O
unbeleidiget,O
unnd,O
an,O
all,O
ei,O
entgeltnus,O
Uff,O
fryttag,O
dem,O
.,O
tag,O
Octobris,O
im,O
1573,O
presentius,O
her,O
Samuel,B-PER
Zürchen,I-PER
des,O
Hentzman,B-PER
Sschleiffe₎,I-PER
₎,O
der,O
unnd,O
Georg,B-PER
von,I-PER
Römmerstals,B-PER
Petter,B-PER
Wydtman,I-PER
von,O
Saint,B-LOC
pre,I-LOC
vun,I-LOC
er,I-LOC
Morse,B-LOC
Nachvolgende,O
diebstal,O
unnd,O
erstlichenn,O
das,O
er,O
vor,O
2,O
zuo,O
Ostermundigen,B-LOC
einem,O
puren,O
.,O
par,O
unnd,O
die,O
hiü,O
und,O
wider,O
Denne,O
dem,O
Amman,O
hüßler,B-PER
zuͦ,O
Schönegg,B-LOC
ein,O
nüw,O
par,O
thüchin,O
par,O
hosenn,O
Denne,O
als,O
er,O
zuo,O
Breitteneck,B-LOC
habe,O
er,O
dem,O
1,O
stuck,O
sol,O
läder,O
Denne,O
Item,O
vor,O
einem,O
er,O
zuo,O
Geristein,B-LOC
einem,O
ein,O
schürlitz,O
wamsell,O
unnd,O
.,O
hembder,O
das,O
sell,O
und,O
.,O
hembder,O
die,O
anderen,O
2,O
.,O
an,O
im,O
Denne,O
by,O
Ulli,B-PER
Z,O
',O
breitteneck,B-LOC
einen,O
knecht,O
ein,O
hochen,O
unnd,O
ein,O
weidtner,O
Unnd,O
uff,O
dem,O
Wylenberg,B-LOC
ein,O
Dägenn,O
Denne,O
wern,O
im,O
✳,O
er,O
zuo,O
Obermülleren,B-LOC
Im,O
Ludi,B-PER
pfannders,I-PER
hus,O
uß,O
einem,O
Seckell,O
.,O
batzenn,O
Item,O
vor,O
zweyen,O
jaren,O
zuo,O
Rüdisperg,B-LOC
.,O
Denne,O
zuo,O
Breittenneck,B-LOC
einem,O
lanndtman,O
Jost,B-PER
.,O
eln,O
wysses,O
tuoch,O
ime,O
darus,O
ein,O
par,O
hosen,O
machen,O
unndt,O
das,O
ubrig,O
umb,O
16,O
Denne,O
zuo,O
Brachshüsern,B-LOC
nit,O
wytt,O
von,O
Breittenegg,B-LOC
.,O
par,O
schuo,O
unnd,O
die,O
einem,O
umb,O
.,O
batzen,O
Item,O
das,O
ouch,O
die,O
so,O
er,O
an,O
zuo,O
Breittennegg,B-LOC
sins,O
meysters,O
sun,O
Denne,O
Hanns,B-PER
Wasens,I-PER
Boumgarttenn,B-LOC
habe,O
er,O
ein,O
unnd,O
einen,O
tüchli,O
unnd,O
einem,O
lanndtvarer,O
umb,O
.,O
ze,O
khouffenn,O
Denne,O
zuo,O
Oberbütschell,B-LOC
uß,O
einem,O
Gäntterli,O
ein,O
Item,O
by,O
einem,O
halben,O
Inn,O
der,O
walcki,B-LOC
alhie,O
eln,O
tuch,O
unnd,O
hin,O
unnd,O
wider,O
darus,O
er,O
dann,O
by,O
den,O
.,O
franckrych,B-LOC
dickpfeningen,O
glösst,O
Denne,O
zuo,O
Belly,B-LOC
habe,O
er,O
inn,O
einem,O
hus,O
ein,O
dägen,O
unnd,O
den,O
im,O
Sibenthal,B-LOC
einem,O
knecht,O
umb,O
.,O
Glicherwyß,O
alhie,O
uff,O
dem,O
khorn,O
merck,O
habe,O
er,O
sin,O
so,O
er,O
näben,O
t,O
sich,O
gstelt,O
gnommen,O
unnd,O
umb,O
.,O
unnd,O
i,O
krützer,O
Denne,O
einem,O
Gerwer,O
nit,O
with,O
von,O
Lanngnouw,B-LOC
habe,O
er,O
ein,O
gerbte,O
kalbetten,O
hut,O
unnd,O
die,O
umb,O
.,O
batzen,O
Denne,O
zuo,O
Schlierenn,B-LOC
er,O
einem,O
knecht,O
vor,O
.,O
ein,O
ein,O
par,O
unnd,O
ein,O
darus,O
er,O
dann,O
by,O
einem,O
thaler,O
Denne,O
dem,O
wältschen,B-PER
Bättell,I-PER
vogt,B-PER
an,O
einem,O
märit,O
uff,O
dem,O
platz,O
zwen,O
Item,O
zuo,O
Nußboum,B-LOC
vun,O
er,O
Breittenneck,B-LOC
habe,O
er,O
aber,O
ein,O
unnd,O
ein,O
hutt,O
den,O
umb,O
.,O
batzen,O
unnd,O
den,O
hutt,O
hinweg,O
Denne,O
vor,O
anderthalben,O
habe,O
er,O
zuo,O
Küllawyl,B-LOC
.,O
mannen,O
hembder,O
von,O
denen,O
12,O
.,O
umb,O
.,O
unnd,O
die,O
Zwey,O
im,O
Geuw,B-LOC
Wyther,O
zuo,O
Burgdorff,B-LOC
Hanns,B-PER
Wydiman,I-PER
dem,O
.,O
par,O
unnd,O
jedes,O
umb,O
.,O
batzen,O
Denne,O
zuo,O
Winigen,B-LOC
im,O
württs,O
hus,O
ein,O
messer,O
und,O
die,O
einem,O
krämer,O
ze,O
kh,O
umb,O
.,O
batzen,O
ze,O
khouffen,O
Denne,O
Ulli,B-PER
zu,O
Breitteneck,B-LOC
sinem,O
diewyl,O
er,O
by,O
im,O
uß,O
einem,O
so,O
im,O
tisch,O
(,O
der,O
offen,O
),O
.,O
Aber,O
uß,O
desselbigen,O
meysters,O
stuben,O
ein,O
weidner,O
unnd,O
den,O
im,O
Geuw,B-LOC
umb,O
.,O
batzen,O
Denne,O
aber,O
zuo,O
Breitteneck,B-LOC
einem,O
land,O
ein,O
guott,O
tuchin,O
par,O
unnd,O
ein,O
hochen,O
hutt,O
die,O
umb,O
ein,O
kronen,O
eim,O
unnd,O
den,O
hutt,O
einem,O
knecht,O
umb,O
.,O
betzen,O
Item,O
zuͦ,O
Zuchtwyll,B-LOC
by,O
Solothurn,B-LOC
habe,O
er,O
einem,O
knecht,O
ein,O
lannd,O
rock,O
unnd,O
darus,O
.,O
betzen,O
Denne,O
zuo,O
kirchwyl,B-LOC
inn,O
der,O
Müli,O
zwen,O
nüw,O
inn,O
deren,O
eim,O
ein,O
wenig,O
mäl,O
die,O
umb,O
.,O
unnd,O
das,O
mäl,O
umb,O
Dennach,O
uff,O
dem,O
Anßlenberg,B-LOC
habe,O
er,O
aber,O
zwey,O
par,O
von,O
guottem,O
tuoch,O
deren,O
eins,O
umb,O
26,O
das,O
ander,O
umb,O
.,O
einem,O
knecht,O
zuo,O
Riedwyl,B-LOC
ze,O
Denne,O
im,O
wallacher,B-LOC
vor,O
zweyen,O
monatten,O
25,O
lynin,O
tuoch,O
unnd,O
.,O
eln,O
unnd,O
das,O
zuo,O
Nider,B-LOC
Buchsi,B-LOC
einem,O
wyb,O
umb,O
zwen,O
franckrych,B-LOC
dick,O
vnnd,O
.,O
batzen,O
Glycher,O
wyß,O
vor,O
.,O
unnder,O
Frienisperg,B-LOC
er,O
ouch,O
.,O
eln,O
lannd,O
uß,O
einem,O
do,O
daheim,O
unnd,O
das,O
umb,O
.,O
khöüfflich,O
Wyther,O
zuo,O
Gümligen,B-LOC
einem,O
oben,O
im,O
dorff,O
.,O
eln,O
wullin,O
hußtuch,O
unnd,O
einem,O
mer,O
umb,O
20,O
betzen,O
ze,O
Denne,O
zuo,O
Guggisperg,B-LOC
er,O
ein,O
par,O
hosen,O
unnd,O
umb,O
.,O
batzen,O
Aber,O
zuo,O
Schüpffen,B-LOC
inn,O
der,O
Oberen,O
Müli,O
.,O
hosen,O
unnd,O
nit,O
wyth,O
von,O
Solothurn,B-LOC
par,O
umb,O
.,O
thaler,O
So,O
denne,O
zuo,O
Frachsellwald,B-LOC
im,O
aber,O
ein,O
hosen,O
unnd,O
zuo,O
wynigen,B-LOC
einem,O
knecht,O
umb,O
.,O
betzen,O
ze,O
khouffen,O
Denne,O
zuo,O
Stäffisburg,B-LOC
Inn,O
des,O
Ammanns,O
hus,O
ein,O
roodts,O
wull,O
hembd,O
unnd,O
im,O
Grindellwald,B-LOC
einem,O
knecht,O
umb,O
4,O
Item,O
zu,O
winnius,B-LOC
ein,O
schu,O
das,O
und,O
selbs,O
Und,O
letsthtlich,O
vor,O
.,O
wuchenn,O
habe,O
er,O
zu,O
kerszerz,B-LOC
einem,O
knecht,O
ein,O
rock,O
unnd,O
Im,O
solothurn,B-LOC
piet,I-LOC
umb,O
.,O
betzen,O
Wyther,O
so,O
hat,O
er,O
anzeigt,O
das,O
er,O
den,O
meermet,O
theill,O
oberZelter,O
diebstälenn,O
dem,O
Martin,B-PER
le,B-PER
gawalt,I-PER
einem,O
ein,O
junger,O
gsell,O
mit,O
einem,O
schwartzen,O
bärtli,O
treit,O
ein,O
hochen,O
hutt,O
uff,O
✳,O
unnd,O
zimlich,O
ze,O
khouffen,O
der,O
ime,O
es,O
allwägen,O
gutt,O
abgnommen,O
ist,O
lär,O
unnd,O
söllichs,O
mit,O
der,O
martter,O
Uff,O
Monntag,O
10,O
tag,O
Octobris,O
1523,O
jar,O
herr,O
Peter,B-PER
von,I-PER
Werdt,I-PER
des,O
rhats,O
✳,O
Michel,B-PER
Stettlers,I-PER
der,O
Burgern,O
✳,O
Georg,B-PER
von,I-PER
Römerstal,B-PER
Groß,O
Anna,B-PER
Therold,I-PER
von,O
Wanngen,B-LOC
Hanns,B-PER
Nünhallers,B-PER
Zu,O
Marckhili,B-LOC
Hanns,B-PER
Hubers,I-PER
des,O
gerwers,O
von,O
Solothurn,B-LOC
halben,O
✳,O
der,O
sich,O
ja,O
ouch,O
uff,O
sin,O
letst,O
das,O
im,O
inn,O
obgedachts,O
Nünhallers,B-PER
Huß,O
zeässen,O
gäben,O
des,O
er,O
sterben,O
es,O
habe,O
sich,O
obgedachter,O
Huber,B-PER
sälig,O
uff,O
ein,O
hytt,O
von,O
Lanngenthal,B-LOC
in,O
ir,O
hus,O
khommen,O
unnd,O
hußwürtt,O
✳,O
der,O
nit,O
an,O
heimbch,O
gwäsen,O
nach,O
gfragt,O
✳,O
unnd,O
allda,O
biß,O
er,O
khommen,O
✳,O
unnd,O
do,O
habe,O
er,O
glych,O
angemz,O
by,O
einem,O
meytteli,O
bschicken,O
lassen,O
✳,O
unnd,O
sich,O
clagen,O
unnd,O
zellen,O
wie,O
zu,O
Lanngenthal,B-LOC
im,O
holtz,O
ettwas,O
begegnet,O
✳,O
das,O
ine,O
unnder,O
das,O
Erdrich,O
bringen,O
werde,O
✳,O
unnd,O
alß,O
sy,O
mit,O
einanderenn,O
bim,O
tisch,O
unnd,O
znacht,O
gessen,O
✳,O
sye,O
ouch,O
ein,O
frouw,O
von,O
Bremgartten,B-LOC
Die,O
sältzamer,O
künsten,O
unnd,O
habe,O
namlichen,O
ein,O
glaß,O
mit,O
wyn,O
uff,O
die,O
Daruff,O
daz,O
daz,O
an,O
die,O
obere,O
thily,O
und,O
sy,O
daz,O
widerumb,O
also,O
gantz,O
pfannge,O
✳,O
unnd,O
deßhalben,O
nit,O
bkhanntlich,O
✳,O
daz,O
sy,O
vergäben,O
habe,O
✳,O
dann,O
sy,O
alle,O
uß,O
einem,O
gshir,O
gässen,O
unnd,O
Darzu,O
so,O
hette,O
sy,O
ouch,O
wo,O
inen,O
der,O
vogt,O
daz,O
recht,O
gan,O
gnugsam,O
darbringen,O
unnd,O
wysen,O
daz,O
Huber,B-PER
sälig,O
morndes,O
die,O
gelte,O
darinn,O
dannnoch,O
meer,O
überbliben,O
an,O
mund,O
unnd,O
gsprochenn,O
✳,O
ja,O
er,O
sich,O
zthod,O
dann,O
sye,O
zu,O
Solothurn,B-LOC
daz,O
er,O
dessen,O
unnder,O
daz,O
erdtrich,O
Also,O
unnd,O
annderst,O
sye,O
es,O
nit,O
Das,O
aber,O
Lüth,O
mit,O
vil,O
kopffen,O
ouch,O
bim,O
tisch,O
gsessen,O
söllenndt,O
deß,O
hatt,O
sy,O
ouch,O
nit,O
erkhannttlich,O
sin,O
wollen,O
noch,O
gstenndig,O
si,O
wöllen,O
✳,O
mit,O
anzeyg,O
daz,O
sy,O
davon,O
nüt,O
unnd,O
dessen,O
nütt,O
gsechen,O
Zum,O
Letsten,O
hatt,O
sich,O
sy,O
ouch,O
daz,O
obgemelter,O
Hans,B-PER
Nünhaller,B-PER
ir,O
keinan,O
zu,O
Wangen,B-LOC
mit,O
einem,O
schröttyseli,O
so,O
by,O
im,O
ghept,O
✳,O
daz,O
schloß,O
dez,O
ander,O
ketti,O
damit,O
er,O
wart,O
gsin,O
ufbrochen,O
Ist,O
unbeleidiget,O
doch,O
mit,O
abwag,O
des,O
Eodem,O
presentibuß,O
ut,O
supra,O
Mathis,B-PER
Loulin,I-PER
von,O
Der,O
nüwenstatt,B-LOC
ouch,O
examiniert,O
worden,O
Hatt,O
aber,O
kheiner,O
diebstälen,O
noch,O
amderer,O
anderer,O
bekhanntlich,O
sin,O
ouch,O
nit,O
das,O
er,O
ein,O
hembd,O
Ime,O
der,O
meyer,O
zu,O
Trachsellwald,B-LOC
(,O
der,O
es,O
verloren,O
),O
abzogen,O
habe,O
✳,O
Sunders,O
das,O
ein,O
kleiner,O
knab,O
mög,O
nit,O
wüssen,O
wie,O
er,O
dasselb,O
gnommen,O
✳,O
und,O
ime,O
unnd,O
geschennkt,O
habe,O
✳,O
ist,O
erstlich,O
lär,O
✳,O
darnach,O
mit,O
dem,O
cleinsten,O
unnd,O
zu,O
Letst,O
mit,O
dem,O
poolon,O
uff,O
zogen,O
ist,O
ußglassen,O
und,O
aber,O
nit,O
mit,O
dem,O
115,O
wannen,O
er,O
mitt,O
denen,O
kleydern,O
der,O
e,O
die,O
unnderwylen,O
heim,O
.,O
Die,O
Antwurt,O
gäb,O
es,O
sigindt,O
wyber,O
zu,O
Bern,B-LOC
die,O
das,O
er,O
ßy,O
beschlafft,O
etc,O
.,O
das,O
verantwurtet,O
er,O
also,O
.,O
möge,O
das,O
er,O
in,O
wyße,O
zu,O
sinen,O
gsellen,O
gredt,O
alls,O
ßy,O
in,O
.,O
har,O
er,O
mit,O
dem,O
par,O
annderen,O
das,O
er,O
es,O
habindt,O
ins,O
wyber,O
.,O
Aber,O
das,O
er,O
hirmit,O
gemeldet,O
wo,O
unnd,O
die,O
sigindt,O
oder,O
warumb,O
ims,O
gäben,O
das,O
von,O
im,O
nitt,O
gredt,O
.,O
Habs,O
ouch,O
uff,O
niemants,O
mitt,O
ernst,O
gredt,O
unnd,O
nur,O
allein,O
sin,O
spöttwärch,O
widerumb,O
gägen,O
inen,O
.,O
Das,O
aber,O
ettlich,O
lütt,O
wannen,O
har,O
er,O
im,O
das,O
gällt,O
das,O
er,O
so,O
im,O
wirtshuß,O
mag,O
zerenemd,O
sellten,O
daheim,O
blybet,O
nitt,O
allerdingen,O
also,O
wie,O
ergang,O
.,O
Dann,O
er,O
von,O
vile,O
wägen,O
der,O
khunden,O
dieselben,O
wol,O
must,O
sin,O
de,O
unnd,O
die,O
t,O
unnd,O
das,O
er,O
aber,O
vil,O
unnd,O
offt,O
verzeit,O
hab,O
sig,O
leydt,O
unnd,O
wölle,O
bals,O
sorg,O
.,O
Denne,O
das,O
Ludwig,B-PER
der,O
im,O
nüwen,O
huß,O
zmünsingen,B-LOC
alls,O
sy,O
mitt,O
ein,O
andren,O
gan,O
zmärit,O
sindt,O
gsin,O
sich,O
klagt,O
im,O
nöüwer,O
nach,O
dem,O
er,O
zschlaffen,O
gleytt,O
us,O
dem,O
acht,O
dickpfen,O
gnommen,O
dessen,O
trag,O
er,O
kein,O
schulldt,O
hab,O
in,O
ouch,O
niemants,O
domale,O
uff,O
ettwas,O
allefantz,O
hin,O
dann,O
er,O
sich,O
.,O
Darzu,O
er,O
nit,O
by,O
im,O
Ludin,B-PER
über,O
nacht,O
sonnder,O
diewyll,O
er,O
ein,O
roß,O
noch,O
den,O
selben,O
abendt,O
gan,O
steinen,B-LOC
daselbst,O
by,O
Ulli,B-PER
Schrötter,I-PER
übernacht,O
.,O
min,O
gnädige,O
herren,O
wo,O
er,O
gefällt,O
hätt,O
es,O
gnad,O
und,O
verzychung,O
.,O
116,O
Uff,O
donstag,O
denn,O
3,O
.,O
tag,O
am,O
15,O
.,O
unnd,O
67,O
iars,O
in,O
wirtigkeidt,O
Herr,O
Symon,B-PER
wirsten,I-PER
Burger,O
des,O
rhats,B-ORG
und,O
Hanß,B-PER
von,I-PER
weitzer,O
Wyngarttenn,B-PER
der,O
Burger,B-ORG
Gallus,B-PER
Galdi,I-PER
großweibell,B-ORG
etc,O
.,O
Ist,O
im,O
duorm,O
zu,O
Martzili,B-LOC
Andres,B-PER
Grilliet,I-PER
bürttig,O
von,O
Werduong,B-LOC
uß,O
Land,B-LOC
Luttringenn,I-LOC
befragt,O
.,O
Erstlich,O
von,O
wannen,O
er,O
har,O
me,O
unnd,O
wo,O
hin,O
er,O
we,O
heb,O
ouch,O
uss,O
waß,O
vr,O
sachenn,O
in,O
er,O
zu,O
wangen,B-LOC
gefangen,O
.,O
Gybt,O
denn,O
bescheid,O
er,O
ietzmal,O
dem,O
nechstenn,O
von,O
heimmert,O
uß,O
endtringen,O
unnd,O
sig,O
willens,O
gan,O
Rom,B-LOC
da,O
selbst,O
er,O
vormals,O
gediennstet,O
hab,O
und,O
ein,O
bruoder,O
do,O
selbst,O
der,O
im,O
sithar,O
als,O
er,O
gestorben,O
sie,O
und,O
etwass,O
lasenn,O
des,O
halb,O
des,O
fürnemmens,O
söllich,O
es,O
zu,O
sinen,O
handenn,O
sich,O
uff,O
die,O
straß,O
begäbenn,O
als,O
nun,O
gann,O
Balstal,B-LOC
komed,O
funde,O
er,O
ein,O
fußgenden,O
uß,O
dem,O
Schaffoyerlandt,B-LOC
unnd,O
als,O
er,O
vonn,O
dem,O
selbigenn,O
dass,O
er,O
gan,O
Sollenthurn,B-LOC
sige,O
er,O
mit,O
im,O
unnd,O
hab,O
der,O
ander,O
im,O
sin,O
tel,O
darin,O
etlich,O
hembent,O
ein,O
barhoßen,O
und,O
ein,O
wansel,O
wart,O
zu,O
tragenn,O
uff,O
also,O
sigenn,O
si,O
beid,O
denn,O
selbigen,O
tag,O
von,O
übelmögende,O
ins,O
nit,O
wither,O
gangen,O
dan,O
gann,O
Wietlischbach,B-LOC
dan,O
sie,O
in,O
en,O
sich,O
kein,O
zerung,O
dan,O
was,O
si,O
von,O
in,O
söllicher,O
hab,O
si,O
der,O
hunger,O
tribenn,O
ouch,O
zu,O
wiettlischbach,B-LOC
das,O
zu,O
da,O
innen,O
aber,O
sammenthafft,O
nüt,O
wardt,O
gehabent,O
sich,O
gethelt,O
ein,O
yeder,O
sunderbar,O
unnd,O
dar,O
nach,O
zu,O
sammen,O
genn,O
in,O
den,O
siger,O
von,O
geselen,O
gan,O
wangen,B-LOC
khonn,O
da,O
selbst,O
der,O
wirdet,O
umb,O
ein,O
morgen,O
brod,O
ein,O
uf,O
sins,O
gesellenn,O
unnd,O
als,O
ein,O
man,O
so,O
da,O
selbst,O
zer,O
dz,O
der,O
wirthin,O
ein,O
hendlin,O
do,O
legt,O
er,O
etwas,O
gelts,O
uff,O
dz,O
so,O
im,O
büntel,O
wass,O
er,O
aber,O
nit,O
mögen,O
verstan,O
er,O
sagte,O
oder,O
mit,O
under,O
dem,O
als,O
si,O
söllichs,O
zu,O
druog,O
kömme,O
sin,O
gesell,O
des,O
der,O
bündel,O
was,O
darzu,O
117,O
Der,O
ein,O
den,O
nechstenn,O
zum,O
und,O
verlagte,O
inn,O
vor,O
dem,O
daruff,O
er,O
in,O
als,O
bald,O
digen,O
.,O
Sunst,O
er,O
sin,O
läbenn,O
lang,O
dan,O
allein,O
fälle,O
sige,O
im,O
uff,O
hungers,O
not,O
wider,O
bittet,O
üch,O
mir,O
gnädige,O
umb,O
.,O
Ist,O
eininst,O
lär,O
uff,O
und,O
ledig,O
Uff,O
obbemebten,O
unnd,O
ordt,O
in,O
bysin,O
Sebastian,B-PER
Darmm,I-PER
des,O
Rachts,B-ORG
Hans,B-PER
von,I-PER
Wyngardten,I-PER
der,O
burgerennn,B-ORG
Gallus,B-PER
Galdin,I-PER
grosweibell,B-ORG
etc,O
.,O
Cli,O
Hatt,O
Hans,B-PER
Sinnering,I-PER
zu,O
Marzeil,B-LOC
ander,O
martter,O
sine,O
hie,O
vor,O
uff,O
frytag,O
den,O
14,O
.,O
und,O
mentag,O
den,O
17,O
.,O
bekante,O
diebstal,O
aller,O
ußgenommen,O
die,O
dry,O
so,O
er,O
sinen,O
nachpuren,O
than,O
uff,O
zistag,O
den,O
.,O
as,O
die,O
merte,O
ein,O
zu,O
vermyden,O
hatt,O
hindan,O
gesetzt,O
Eodem,O
in,O
Biwäsen,O
als,O
Ist,O
in,O
der,O
frouwen,O
keffy,O
de,O
Elbsb,O
Eelsbett,B-PER
Wilhelm,I-PER
Ludstoffs,B-PER
sollige,O
nach,O
lasst,O
lasne,O
Witwenn,O
für,O
gehalten,O
wordenn,O
nach,O
dem,O
Wilhelm,B-PER
söllig,O
gewuonen,O
und,O
verlassen,O
so,O
finde,O
aber,O
ins,O
suns,O
geornetter,O
vogt,O
nit,O
der,O
im,O
huß,O
von,O
kleideren,O
und,O
barenn,O
geldt,O
e,O
unandersn,O
etc,O
.,O
Des,O
halb,O
min,O
gnädige,O
inzelegen,O
und,O
ernstig,O
zefragen,O
lassenn,O
wo,O
alles,O
hin,O
gewend,O
Gibt,O
den,O
Bescheidt,O
unnd,O
an,O
von,O
wäg,O
anligende,O
zue,O
geldtschulden,O
so,O
ir,O
söllig,O
gemacht,O
ouch,O
zu,O
ire,O
libs,O
narung,O
sig,O
et,O
ettwaß,O
zu,O
darum,O
man,O
wol,O
sich,O
erkhundigen,O
bin,O
dero,O
zurgilgen,O
der,O
alten,O
zu,O
gerweren,O
und,O
by,O
dem,O
zu,O
schumachteren,O
und,O
siner,O
und,O
bin,O
triger,O
denne,O
sige,O
nit,O
an,O
dan,O
ir,O
man,O
sällig,O
einliff,O
barhossenn,O
118,O
daruß,O
si,O
enn,O
sun,O
2,O
hab,O
gemacht,O
und,O
1,O
sinen,O
das,O
wil,O
heled,O
sällig,O
sin,O
umb,O
zu,O
erb,O
hatte,O
dene,O
Bendicht,B-PER
Ludstoff,I-PER
eis,O
umb,O
das,O
er,O
zugestandenn,O
unnd,O
Item,O
Lossenegder,B-PER
dem,O
verkufft,O
1,O
berhosen,O
daß,O
heissen,O
zu,O
Thun,B-LOC
danna,O
dem,O
wagner,O
zu,O
Münsingan,B-LOC
3,O
par,O
verkufft,O
das,O
ein,O
ire,O
mitt,O
2,O
kronen,O
bezaltt,O
die,O
andere,O
zwey,O
ime,O
vertuwt,O
das,O
im,O
verhissen,O
hab,O
darum,O
so,O
wyl,O
ßy,O
werdt,O
zu,O
sin,O
gsetzt,O
wurdin,O
uff,O
das,O
ßy,O
gefragt,O
wer,O
den,O
von,O
Munsingen,B-LOC
anzeigt,O
das,O
ßy,O
hosen,O
feil,O
.,O
hieruff,O
geantwurtt,O
ir,O
Wilhelm,B-PER
selig,O
hab,O
den,O
selbigen,O
etwan,O
mitt,O
ime,O
heimgfurtt,O
dannen,O
har,O
ime,O
den,O
selben,O
wagner,O
wol,O
zu,O
das,O
sy,O
von,O
hossen,O
habe,O
die,O
sy,O
uff,O
s,O
zu,O
ir,O
kommen,O
und,O
und,O
die,O
3,O
parhosen,O
sampt,O
einem,O
dener,O
1,O
par,O
libhab,O
das,O
ander,O
her,O
Hagenbuger,B-PER
hatt,O
und,O
das,O
dritt,O
Nicklaus,B-PER
Hubers,I-PER
solichen,O
hab,O
etc,O
.,O
denne,O
hab,O
syn,O
dem,O
Gärttli,B-PER
in,O
par,O
hosen,O
gäben,O
so,O
deren,O
von,B-PER
graffenried,I-PER
farb,O
uff,O
donstag,O
den,O
.,O
tag,O
aprellen,O
im,O
15,O
und,O
.,O
Jar,O
in,O
geganwurtigkeytt,O
der,O
fromen,O
ersamen,O
und,O
Herren,O
Sebastian,B-PER
Darman,I-PER
des,O
Rhats,B-ORG
Hans,B-PER
von,I-PER
Wingartten,I-PER
der,O
Burgeren,B-ORG
Gallus,B-PER
Galdi,I-PER
großweybels,B-ORG
und,I-ORG
der,I-ORG
weyblen,I-ORG
miner,O
gnädigen,O
herren,O
etc,O
.,O
hatt,O
diser,O
Hans,B-PER
Singering,I-PER
us,O
dem,O
schwandt,O
der,O
kilchery,O
Riggischberg,B-LOC
dis,O
hienach,O
diebstäl,O
bekendt,O
und,O
.,O
Erstlich,O
hab,O
er,O
Jacob,B-PER
Gabler,I-PER
daselbst,O
ein,O
kalbetten,O
dyzglichen,O
Bendicht,B-PER
Wyder,I-PER
uch,O
ein,O
kalbetten,O
aber,O
sy,O
beyd,O
hierumb,O
zallt,O
und,O
demnach,O
vor,O
3,O
jaren,O
ongeuarlich,O
hab,O
er,O
von,O
Thun,B-LOC
ab,O
dero,O
von,O
allmendigen,B-LOC
allmendt,I-LOC
ein,O
brungrauwen,O
münch,O
hinweg,O
gan,O
Petterlingen,B-LOC
daselbst,O
umb,O
8,O
glicher,O
gstaltt,O
einem,O
zu,O
Künitz,B-LOC
ein,O
hengst,O
ab,O
der,O
haber,O
119,O
dannenthin,O
in,O
welsch,B-LOC
land,I-LOC
den,O
selbigen,O
umb,O
8,O
Kronen,O
und,O
zu,O
Chärsatz,B-LOC
dem,O
schärren,B-PER
seligen,O
ein,O
brunfafbe,O
gurren,O
hinweg,O
triben,O
und,O
zu,O
Friburg,B-LOC
umb,O
7,O
kronen,O
.,O
Item,O
onuerr,O
von,O
Pätterlingen,B-LOC
hab,O
er,O
ein,O
Pferdt,O
dasselbig,O
zu,O
Thun,B-LOC
umb,O
ein,O
münch,O
den,O
er,O
an,O
zu,O
lung,O
einer,O
schuld,O
hingäben,O
.,O
Aber,O
ein,O
fürly,O
ab,O
dero,O
von,O
Thieracheren,B-LOC
allmendt,I-LOC
hinweg,O
als,O
ime,O
aber,O
dasselbig,O
in,O
Buggischberger,B-LOC
almendt,I-LOC
es,O
einem,O
von,O
Friburg,B-LOC
ders,O
für,O
das,O
sin,O
angsprochen,O
zu,O
handen,O
gsteltt,O
.,O
Item,O
Foolichdäler,O
zu,O
Sefftigen,B-LOC
ein,O
Sattel,O
der,O
ime,O
darnach,O
umbhin,O
denne,O
im,O
vorigen,O
hab,O
dem,O
Jörg,O
Rätzen,B-PER
alhie,O
ein,O
farben,O
ab,O
der,O
Haberzelg,B-LOC
hinweg,O
willens,O
den,O
gen,O
etwas,O
zytts,O
der,O
aber,O
hie,O
zwüschen,O
sinem,O
uff,O
der,O
zelgg,B-LOC
zu,I-LOC
Riggischberg,I-LOC
verzeygt,O
und,O
zu,O
handen,O
.,O
Item,O
als,O
er,O
zu,O
Thun,B-LOC
in,O
einen,O
wuchen,O
märit,O
einen,O
gesattletten,O
münch,O
fundt,O
stan,O
sige,O
er,O
uff,O
den,O
selbigen,O
gsässenn,O
und,O
gan,O
Riggispärg,B-LOC
grittenn,O
alda,O
in,O
ein,O
schüren,O
gestelt,O
willens,O
den,O
e,O
nechsten,O
donstag,O
darnach,O
widerumb,O
gan,O
Thun,B-LOC
